dl,cs,cs0,cs1,cs2,cs3,cs4,cs5,t0,t1,t2,t3,t4,t5
(0.17529838324179198+0j),(0.10734951205848899+0j),(0.06180525261335489+0.9007306013680446j),(0.04551055383869377-1.341124159022655j),(3.370135171697597e-05-0.047142299602761804j),(4.254686180812512e-09-0.0006267365154342738j),(3.716001449338475e-14-2.1002036280758326e-06j),(2.1666441596677497e-18-1.7729331079148025e-08j),(-0.004686201527067116-0.06829524904643682j),(-0.0011502346369099859+0.03389559849287277j),(-5.110611774967258e-07+0.0007148852469545015j),(-4.60855811131373e-11+6.788636174594527e-06j),(-3.1306098016930555e-16+1.7693529330501177e-08j),(-1.4934492899912704e-20+1.22206762905793e-10j)
(0.17601635463252144+0j),(0.10924697684143582+0j),(0.06170530015844614+0.8963169774954031j),(0.04750683738916037-1.364591815778346j),(3.483482270494375e-05-0.0477330064776005j),(4.471071104281488e-09-0.0006398555022965276j),(5.326053440550519e-14-2.5040968114696563e-06j),(2.354699962938584e-18-1.840734837071047e-08j),(-0.00471702597732195-0.06851843287212003j),(-0.0012105442346641245+0.03477181067071495j),(-5.325855743110994e-07+0.0007297844138262377j),(-4.882692061227031e-11+6.987626250014109e-06j),(-4.52385638243768e-16+2.1269359140410596e-08j),(-1.6363970599636782e-20+1.2792173622819845e-10j)
(0.17673432602325093+0j),(0.11135016149144647+0j),(0.061612929135634736+0.8919932553361741j),(0.049701225572199505-1.390035710751718j),(3.600208612813399e-05-0.04832901344622534j),(4.697415239220921e-09-0.000653187268411193j),(6.885512578221602e-14-2.8356237660953755e-06j),(2.558381479674732e-18-1.9109010926607414e-08j),(-0.004748467022243615-0.0687453204457022j),(-0.0012768133458652233+0.035709705873124234j),(-5.549313142865799e-07+0.0007449369143342383j),(-5.171809058851862e-11+7.1915290853784256e-06j),(-5.89624249823581e-16+2.428217967612423e-08j),(-1.7924794588915546e-20+1.3388351126600895e-10j)
(0.17745229741398044+0j),(0.11369356145357745+0j),(0.06152780478486979+0.8877560538822565j),(0.05212854768732946-1.4177627902687262j),(3.7204047161623116e-05-0.04893036622903599j),(4.934132462164515e-09-0.0006667344856198628j),(8.410616071246236e-14-3.121286655789366e-06j),(2.7789409105640935e-18-1.9835104612823866e-08j),(-0.004780512160182108-0.06897578461799807j),(-0.0013500733908473619+0.03671853336786054j),(-5.781269150946981e-07+0.0007603463558563085j),(-5.476659888693623e-11+7.400445857104615e-06j),(-7.260864064050842e-16+2.6945990544143738e-08j),(-1.9628613972065848e-20+1.4010215548686555e-10j)
(0.1781702688047099+0j),(0.11632033343577804+0j),(0.0614496050809731+0.8836021224738617j),(0.05483228153866681-1.4481467712546714j),(3.844163438685297e-05-0.049537111698495104j),(5.181652047843062e-09-0.000680499845518387j),(9.922117007853017e-14-3.3765121325643384e-06j),(3.017728977542948e-18-2.058644455428132e-08j),(-0.004813149159096163-0.06920970130168498j),(-0.0014316118572901687+0.03780955361783891j),(-6.022018204333542e-07+0.0007760164030394729j),(-5.7980296360479546e-11+7.614479388449209e-06j),(-8.635193210557899e-16+2.9385699260963475e-08j),(-2.1488087931420225e-20+1.4658815754152935e-10j)
(0.17888824019543936+0j),(0.11928510915657686+0j),(0.061378019899614396+0.8795283337468136j),(0.05786736801592455-1.4816473343266228j),(3.9715800504343404e-05-0.05014929793306083j),(5.440419179097784e-09-0.0006944860598077732j),(1.1439107160907705e-13-3.6109015706732815e-06j),(3.276202836884128e-18-2.1363876799780707e-08j),(-0.004846366022460012-0.06944694924067117j),(-0.0015230557921779608+0.038996616433119864j),(-6.271864306924609e-07+0.0007919507796130023j),(-6.136739108290863e-11+7.833734172100983e-06j),(-1.0035822154534724e-15+3.1679365767853865e-08j),(-2.3516973750731726e-20+1.5335244944483843e-10j)
(0.17960621158616885+0j),(0.12265796709432934+0j),(0.061312750236702226+0.8755316769990654j),(0.061304183623523585-1.5188363388857093j),(4.1027523078277645e-05-0.05076697427404832j),(5.710895471751947e-09-0.0007086958606352949j),(1.2978018293333656e-13-3.830753581112931e-06j),(3.5559346902817805e-18-2.2168280145488054e-08j),(-0.004880150956729608-0.06968740979093095j),(-0.001626489700792981+0.04029695065443781j),(-6.531121348487457e-07+0.0008081532702979584j),(-6.493646309328302e-11+8.058316392961142e-06j),(-1.1477527221981383e-15+3.3878499408889655e-08j),(-2.5730222972090144e-20+1.6040643058210024e-10j)
(0.18032418297689834+0j),(0.12653015081622557+0j),(0.06125350747691539+0.8716092519461741j),(0.06523425954029016-1.5604342509134819j),(4.2377805314959016e-05-0.05139019138560827j),(5.993559514839307e-09-0.0007231320009271384j),(1.4552905365912673e-13-4.040380413989685e-06j),(3.858621168421162e-18-2.300056813746855e-08j),(-0.0049144923402191796-0.06993096671187313j),(-0.0017446253666994632+0.04173226148951589j),(-6.800113436578456e-07+0.000824627722819466j),(-6.869647969004966e-11+8.288333951122534e-06j),(-1.2973432487503987e-15+3.60186514010505e-08j),(-2.8144086551303395e-20+1.677619937629003e-10j)
(0.1810421543676278+0j),(0.1310224865322713+0j),(0.06120001270746275+0.8677582628378357j),(0.06977869985886208-1.6073617453729605j),(4.3767676877287736e-05-0.05201900131802379j),(6.288907426599579e-09-0.0007377972547138828j),(1.6175967205742546e-13-4.242841397104779e-06j),(4.18609357171631e-18-2.386169127694128e-08j),(-0.004949378693250252-0.07017750596737571j),(-0.001881051953235093+0.04333028498388077j),(-7.079175242167702e-07+0.0008413780500283741j),(-7.265681129329874e-11+8.523896485060089e-06j),(-1.453539775001719e-15+3.8125316720018425e-08j),(-3.077622999084788e-20+1.7543155357816298e-10j)
(0.1817601257583573+0j),(0.13629808793102824+0j),(0.06115199607349192+0.8639760129097903j),(0.07510088706516672-1.6608144043088986j),(4.519819473757404e-05-0.05265345757454395j),(6.597453426660342e-09-0.000752694417449926j),(1.7858030339590433e-13-4.4403739015369824e-06j),(4.540329064839389e-18-2.4752639455651224e-08j),(-0.004984798649445727-0.07042691553568288j),(-0.0020406136863993386+0.04512703826069486j),(-7.368652359752107e-07+0.0008584082321394845j),(-7.68272478943271e-11+8.765115395043278e-06j),(-1.617439444777882e-15+4.021740226292443e-08j),(-3.3645859562563485e-20+1.8342807735612204e-10j)
(0.18247809714908678+0j),(0.1425820853568185+0j),(0.061109196171863944+0.8602598991473582j),(0.08142621182095684-1.7223735350327123j),(4.667044407117963e-05-0.05329361518198646j),(6.91973042483649e-09-0.0007678263063279133j),(1.9608940004218198e-13-4.634658008039109e-06j),(4.923462935710083e-18-2.567444465315808e-08j),(-0.005020740928050801-0.07067908522741502j),(-0.0022299966830733806+0.04717015791649273j),(-7.668901682799866e-07+0.0008757223190940473j),(-8.121801611225767e-11+9.01210386678168e-06j),(-1.790081686232361e-15+4.230935695838874e-08j),(-3.677386088806377e-20+1.9176511905991603e-10j)
(0.18319606853981624+0j),(0.1501932795925489+0j),(0.06107135948028491+0.8566074073387148j),(0.08907372731656531-1.794175256115528j),(4.818553919367594e-05-0.053939530765361565j),(7.256290626989247e-09-0.0007831957605891364j),(2.143786249484303e-13-4.826985218280949e-06j),(5.337802046196766e-18-2.6628183933056668e-08j),(-0.005057194307171031-0.07093390651099478j),(-0.0024586710286527294+0.04952399383557018j),(-7.980291795432866e-07+0.0008933244330548197j),(-8.583979687807416e-11+9.264976895314186e-06j),(-1.9724728050276304e-15+4.441252982017154e-08j),(-4.018295132798553e-20+2.0045685652525216e-10j)
(0.1839140399305457+0j),(0.1595968861624903+0j),(0.061038239819024946+0.8530161073976122j),(0.09850889411098122-1.8791769951559518j),(4.974462454441974e-05-0.05459126262678723j),(7.607706158399464e-09-0.0007988056418308412j),(2.3353516319036766e-13-5.01836948675129e-06j),(5.785839621444724e-18-2.7614982781343144e-08j),(-0.0050941475978250545-0.07119127234483612j),(-0.0027404615412006342+0.05227763777889964j),(-8.303203381322965e-07+0.0009112187710426254j),(-9.07037437670814e-11+9.523851309152941e-06j),(-2.1656052448089704e-15+4.653606391616039e-08j),(-4.389784784747195e-20+2.0951813250282647e-10j)
(0.18463201132127519+0j),(0.1714964123584831+0j),(0.0610095978426815+0.8494836489368075j),(0.11043545766525857-1.9815937520303044j),(5.134887571967775e-05-0.055248870828988446j),(7.974569705120708e-09-0.0008146588343112644j),(2.5364349499230983e-13-5.209622340794195e-06j),(6.270271548159016e-18-2.8636018837533742e-08j),(-0.00513158961871643-0.07145107701568615j),(-0.0030962857655858628+0.05555806674141652j),(-8.638029650853276e-07+0.0009294096077240461j),(-9.582150200144259e-11+9.788845794692081e-06j),(-2.370472792227732e-15+4.868750139643362e-08j),(-4.7945452281780296e-20+2.189645000491639e-10j)
(0.1853499827120047+0j),(0.18700238681523795+0j),(0.06098520055964164+0.8460077570748j),(0.12596417839726767-2.1076451021359746j),(5.299950055868293e-05-0.05591241728369423j),(8.357495173790624e-09-0.0008307582452531687j),(2.747867706799418e-13-5.401404948208408e-06j),(6.794014380168948e-18-2.9692526077991992e-08j),(-0.005169509171634931-0.07171321598254615j),(-0.003559185778115168+0.0595526487631913j),(-8.985176787677744e-07+0.0009479012983606233j),(-1.0120522814513007e-10+1.0060080920891619e-05j),(-2.5880827884621795e-15+5.087320304897435e-08j),(-5.235505623153013e-20+2.288122729040777e-10j)
(0.18606795410273416+0j),(0.20796271666538288+0j),(0.06096482087708041+0.8425862284597462j),(0.14694318929060077-2.26690545655465j),(5.4697740286279165e-05-0.05658196584527134j),(8.757118370393555e-09-0.0008471068051467128j),(2.9704789367949505e-13-5.59426498539393e-06j),(7.360225283236173e-18-3.078579952155491e-08j),(-0.005207895017402903-0.07197758572563136j),(-0.00418418738510835+0.06454982541443975j),(-9.345064415901653e-07+0.0009666982819307563j),(-1.0686761051434397e-10+1.0337679164247808e-05j),(-2.8194661612811787e-15+5.309864556917785e-08j),(-5.715856818298767e-20+2.3907858160652464e-10j)
(0.18678592549346362+0j),(0.23766287160717675+0j),(0.06094823716950007+0.8392169274955781j),(0.17665818039254236-2.4749128639846116j),(5.644487071611872e-05-0.0572575824099641j),(9.1740976984775e-09-0.0008637074680522427j),(3.2051038963049185e-13-5.788663243579399e-06j),(7.972324191653339e-18-3.1917200540364104e-08j),(-0.005246735852287401-0.07224408359986112j),(-0.005069213109958155+0.0710177174260338j),(-9.71812608920503e-07+0.00098580508443645j),(-1.128218903271406e-10+1.0621764934059301e-05j),(-3.0656858825377776e-15+5.536863627124808e-08j),(-6.239076588888209e-20+2.4978143623752767e-10j)
(0.1875038968841931+0j),(0.28246760305766266+0j),(0.060935232868960666+0.8358977827563777j),(0.22147411837572317-2.7586514111581733j),(5.824220351869458e-05-0.057939335021133694j),(9.609114877345739e-09-0.000880563211903762j),(3.4525911853706297e-13-5.984993158879572e-06j),(8.634018498391224e-18-3.308816287433443e-08j),(-0.0052860202848025485-0.07251260769239515j),(-0.006404158575003847+0.07976932573332968j),(-1.0104809803335998e-06+0.0010052263224079384j),(-1.1908188361679599e-10+1.0912464598000559e-05j),(-3.3278442958985083e-15+5.768747087451917e-08j),(-6.80895775773226e-20+2.6093979684464115e-10j)
(0.18822186827492257+0j),(0.35622023613000897+0j),(0.0609255960752936+0.832626783576051j),(0.29523453890390944-3.1694080517516836j),(6.0091087558856295e-05-0.058627293980926164j),(1.0062875680756469e-08-0.000897677038813713j),(3.713808714610315e-13-6.183595369661338e-06j),(9.349330660506903e-18-3.430019946656555e-08j),(-0.005325736812830835-0.07278305668375913j),(-0.008602522604328405+0.0923499821828376j),(-1.0505578533519488e-06+0.00102496670662034j),(-1.2566200393418998e-10+1.1209906508013308e-05j),(-3.607089641814719e-15+6.00590512896658e-08j),(-7.429639620290469e-20+2.725736528039801e-10j)
(0.18893983966565206+0j),(0.4944450683460979+0j),(0.060919119184710525+0.8294019768012015j),(0.43346394571456986-3.817792988891941j),(6.19929103078568e-05-0.05932153196883628j),(1.0536110696677444e-08-0.0009150519753796358j),(3.989648821516662e-13-6.384768719205686e-06j),(1.012262917493739e-17-3.555491026004427e-08j),(-0.005365873800995069-0.07305532971212206j),(-0.012726780804416235+0.11209286263974426j),(-1.0920910798455973e-06+0.00104503104603771j),(-1.3257728586527623e-10+1.1514221026526263e-05j),(-3.904622021433748e-15+6.248697481422614e-08j),(-8.105643174382671e-20+2.847041126219056e-10j)
(0.18965781105638155+0j),(0.815146023458872+0j),(0.06091559853533373+0.8262214636959238j),(0.7541664647941987-4.99233702791333j),(6.394909933539652e-05-0.06002212416766587j),(1.1029576108660463e-08-0.000932691072993357j),(4.2810327602966935e-13-6.588778677640859e-06j),(1.0958663470168194e-17-3.685399112426067e-08j),(-0.005406419458215745-0.07332932624030833j),(-0.022311418574954396+0.1476943437513014j),(-1.1351301252723218e-06+0.0010654242520010142j),(-1.3984340939055938e-10+1.1825540553015038e-05j),(-4.221698979686888e-15+6.497460257428953e-08j),(-8.84191075188155e-20+2.973535059803659e-10j)
(0.19037578244711104+0j),(1.9459990413618868+0j),(0.06091483406827539+0.8230833969879532j),(1.8850182346252105-7.725545612681923j),(6.596112388761776e-05-0.06072914839742403j),(1.1544054499414953e-08-0.0009505974081532565j),(4.588914732022599e-13-6.795863863631146e-06j),(1.1862603371090291e-17-3.819924411520108e-08j),(-0.005447361815390946-0.07360494592514259j),(-0.05618979629331812+0.23028787003625162j),(-1.1797261309550612e-06+0.0010861513426780438j),(-1.474767251143313e-10+1.214399955091328e-05j),(-4.559640843492492e-15+6.75251126877436e-08j),(-9.64385076956595e-20+3.105455002019181e-10j)
(0.1910937538378405+0j),(14.518097438673578+0j),(0.0609166290029887+0.8199859780463237j),(14.457112767093186-16.50309022869423j),(6.803049655752094e-05-0.061442685257762066j),(1.2080355677176287e-08-0.0009687740827801668j),(4.914285580348306e-13-7.006241148694731e-06j),(1.2840083933528092e-17-3.9592589315349526e-08j),(-0.005488688703138367-0.07388208848874271j),(-0.43420323165971986+0.4956518791207954j),(-1.2259319796104897e-06+0.0011072174477948183j),(-1.554942803922997e-10+1.2469734574886555e-05j),(-4.919835918973814e-15+7.014154203447334e-08j),(-1.0517388465150003e-19+3.2430523377136554e-10j)
(0.19181172522856998+0j),(4.953233658215496+0j),(0.0609207895256945+0.8169274541812462j),(4.892242697274904+11.736251190972903j),(7.015877505484009e-05-0.0621628182795822j),(1.2639317525483271e-08-0.0009872242245374863j),(5.258176247843979e-13-7.220109691712428e-06j),(1.3897256619118676e-17-4.103607855406916e-08j),(-0.005530387729540503-0.07416065359138532j),(-0.1480392226998954-0.35513886191503485j),(-1.2738023643611224e-06+0.0011286278136696166j),(-1.6391384638717074e-10+1.2802884298481456e-05j),(-5.3037456283152955e-15+7.282681943017467e-08j),(-1.1469023670517639e-19+3.386594701247499e-10j)
(0.19252969661929945+0j),(0.7663501780812886+0j),(0.06092712448976789+0.8139061160575451j),(0.7053506928050686+4.75800727795893j),(7.234756408305847e-05-0.0628896340865225j),(1.322180687699479e-08-0.0010059509871559987j),(5.621661065872401e-13-7.43765415709085e-06j),(1.5040848000616038e-17-4.253191137603839e-08j),(-0.005572446257835942-0.07444054070558243j),(-0.02150399000718573-0.1450571212349004j),(-1.32339386148411e-06+0.0011503878085727427j),(-1.7275394608266245e-10+1.3143589542161553e-05j),(-5.712909649881735e-15+7.558379224332227e-08j),(-1.250589690815233e-19+3.536367756350056e-10j)
(0.19324766801002893+0j),(0.2765593452999224+0j),(0.06093544512703604+0.8109202952134619j),(0.2155492878262334+2.6403249030468987j),(7.459851733193037e-05-0.06362322256707541j),(1.3828720411996769e-08-0.0010249575507639934j),(6.005860934601002e-13-7.659047303666152e-06j),(1.6278227465757152e-17-4.408245371016746e-08j),(-0.005614851384000729-0.07472164899101408j),(-0.006620543071159726-0.08109692645595544j),(-1.3747650071723212e-06+0.0011725029284370663j),(-1.8203388328743445e-10+1.3491993301743746e-05j),(-6.1489511127459724e-15+7.841524796075016e-08j),(-1.3635865392933922e-19+3.6926772662844396e-10j)
(0.19396563940075842+0j),(0.14581159955536238+0j),(0.060945564769002133+0.8079683616771186j),(0.0847891069851388+1.6531623600753138j),(7.691333959464539e-05-0.06436367705816783j),(1.4460985582267354e-08-0.0010442471222231642j),(6.411946437611336e-13-7.884452083995515e-06j),(1.7617485742602484e-17-4.5690259798796824e-08j),(-0.005657589914164703-0.07500387716996933j),(-0.0026236636925007586-0.05115447274021512j),(-1.4279763786083134e-06+0.0011949788029466362j),(-1.9177377266139602e-10+1.3848240777247443e-05j),(-6.613581887576286e-15+8.132393182560865e-08j),(-1.4867590898991775e-19+3.8558515141265193e-10j)
(0.19468361079148788+0j),(0.09772443383636077+0j),(0.060957298577069795+0.805048721673388j),(0.036687826350025654+1.0842360987590336j),(7.929378901962374e-05-0.06511109454110613j),(1.5119561560990313e-08-0.0010638229354708556j),(6.841140926486306e-13-8.114023359358576e-06j),(1.906752652511948e-17-4.735809808393204e-08j),(-0.005700648341808691-0.07528712340295467j),(-0.0011436661473354299-0.03379878955049823j),(-1.4830906796794437e-06+0.0012178212020331554j),(-2.0199457079792647e-10+1.421247940217064e-05j),(-7.10860800903228e-15+8.431256139527627e-08j),(-1.621064193596366e-19+4.026244147585149e-10j)
(0.19540158218221737+0j),(0.07708138877412987+0j),(0.06097046328089133+0.8021598154142736j),(0.01602916800756097+0.7142641164583579j),(8.174167950785958e-05-0.06586557585086884j),(1.580544021942548e-08-0.0010836882518691477j),(7.294723603924465e-13-8.347909310679144e-06j),(2.0638174067794582e-17-4.908898192307105e-08j),(-0.005744012824688576-0.07557128516413088j),(-0.0005033680334708015-0.02243021743304512j),(-1.5401728316926929e-06+0.001241036042812755j),(-2.1271810839659928e-10+1.4584858873206496e-05j),(-7.635935259789004e-15+8.73838386647608e-08j),(-1.7675613305864244e-19+4.2042375415602107e-10j)
(0.19611955357294683+0j),(0.06759627880781885+0j),(0.06098487692401058+0.7993001149662757j),(0.006527126480115941+0.45418838825200397j),(8.425888326777039e-05-0.0666272258998214j),(1.651964713106968e-08-0.0011038463605613765j),(7.774032628746751e-13-8.586252607000373e-06j),(2.234030038772039e-17-5.088620623454989e-08j),(-0.0057876691614326264-0.07585625911624189j),(-0.00020648205777752971-0.014367999963020102j),(-1.599290069481559e-06+0.001264629396998517j),(-2.2396712356216006e-10+1.4965531180415843e-05j),(-8.197574942579105e-15+9.054046025164129e-08j),(-1.9274266928990386e-19+4.3902467959091303e-10j)
(0.19683752496367632+0j),(0.06326040189843182+0j),(0.061000358616016645+0.7964681221885584j),(0.002173178684803837+0.26113527084841315j),(8.684733354066475e-05-0.06739615391703044j),(1.7263242604060274e-08-0.0011243005788365576j),(8.280468262228951e-13-8.829191379281324e-06j),(2.4185976724835004e-17-5.275339146857983e-08j),(-0.00583160276775869-0.07614194098470145j),(-6.925158649700515e-05-0.008321465659051463j),(-1.6605120433348514e-06+0.0012886074988275543j),(-2.3576529626662247e-10+1.5354650637869857e-05j),(-8.795649863910696e-15+9.378512602705515e-08j),(-2.1019698901552762e-19+4.584724517520411e-10j)
(0.19755549635440578+0j),(0.06150851777971905+0j),(0.061016728290454986+0.7936623667359846j),(0.0004022624235485519+0.11194470656397693j),(8.950902751119729e-05-0.06817247370445778j),(1.8037322742600083e-08-0.001145054252502305j),(8.815496072173852e-13-9.076860036823419e-06j),(2.6188655253870072e-17-5.46945366892965e-08j),(-0.005875798652256961-0.07642822543049849j),(-1.2912377050048769e-05-0.0035933564143524207j),(-1.7239109272182915e-06+0.0013129767535449387j),(-2.4813728401258947e-10+1.5752373914779237e-05j),(-9.432400551112213e-15+9.712054649306769e-08j),(-2.2926539172340934e-19+4.788166577338442e-10j)
(0.1982734677451353+0j),(0.06112764779466635+0j),(0.061033806467786444+0.7908814041213958j),(1.5764535026444986e-06-0.006982592857082517j),(9.224602941862431e-05-0.06895630391144891j),(1.8843020538205765e-08-0.0011661107562667842j),(9.380650208833035e-13-9.329389955689421e-06j),(2.8363388839630376e-17-5.671408406874429e-08j),(-0.005920241391684529-0.0767150059215843j),(-5.097167083048169e-08+0.0002257690595107542j),(-1.7895615338064451e-06+0.001337743746491069j),(-2.6110875873714393e-10+1.6158860067126212e-05j),(-1.0110191722928199e-14+1.0054944914283765e-07j),(-2.501119213265248e-19+5.001119088029446e-10j)
(0.19899143913586476+0j),(0.06149979271436573+0j),(0.06105141402270518+0.7881238138317118j),(0.00035329853526955935-0.10415371791862384j),(9.506047388621324e-05-0.06974776832905283j),(1.968150699160697e-08-0.0011874734941302704j),(9.977536765010866e-13-9.586910062382466e-06j),(3.072709905846498e-17-5.8816997783078564e-08j),(-0.005964915105716304-0.07700217460239615j),(-1.1506125908200857e-05+0.003392048572362643j),(-1.8575414368929906e-06+0.0013629152528432575j),(-2.7470644499694415e-10+1.6574270569816356e-05j),(-1.0831519032888727e-14+1.0407458399094666e-07j),(-2.729212899155262e-19+5.224186921574746e-10j)
(0.19970941052659424+0j),(0.06229203863875211+0j),(0.061069371955159955+0.7853881974926518j),(0.0011246915590511263-0.18516160087028183j),(9.79545694879441e-05-0.07054699620587324j),(2.055399226615145e-08-0.001209145899786904j),(1.060783723132473e-12-9.849547331348238e-06j),(3.329890603086569e-17-6.100886123207613e-08j),(-0.006009803431096744-0.07728962216116936j),(-3.6893426683531335e-05+0.0060738838940663726j),(-1.927931101804987e-06+0.0013884982480675495j),(-2.889581594765265e-10+1.6998769349368493e-05j),(-1.1599016104020953e-14+1.076987284234165e-07j),(-2.9790246330324177e-19+5.458044185449966e-10j)
(0.2004273819173237+0j),(0.06331738648124066+0j),(0.06108750116444363+0.7826731770770711j),(0.0021289332513692175-0.253833796250903j),(0.00010093060257357231-0.07135412258730994j),(2.146172687359593e-08-0.001231131437037179j),(1.1273312056546377e-12-1.0117427211199313e-05j),(3.6100538200521844e-17-6.329599777296313e-08j),(-0.006054889495135308-0.07757723769468083j),(-7.033875088380429e-05+0.008386525105425277j),(-2.0008140245098385e-06+0.0014144999191421247j),(-3.038928518631624e-10+1.7432522817160216e-05j),(-1.2415461873073758e-14+1.1142469148745086e-07j),(-3.252931009579112e-19+5.703447211624835e-10j)
(0.2011453533080532+0j),(0.06446751521219572+0j),(0.06110562222573522+0.7799773931520365j),(0.0032578796378846834-0.3128777798362267j),(0.00010399094137531124-0.07216928868023866j),(2.2406002893197764e-08-0.0012534336002118836j),(1.1975804322155475e-12-1.03906739916936e-05j),(3.91568466149008e-17-6.568562191175988e-08j),(-0.0061001558884872815-0.07786490857005765j),(-0.00010841104813350052+0.010411498219667673j),(-2.0762768801747775e-06+0.0014409276766198552j),(-3.195406471331661e-10+1.7875699903250222e-05j),(-1.3283788262249048e-14+1.1525531771787744e-07j),(-3.553651109669474e-19+5.96125079968078e-10j)
(0.20186332469878265+0j),(0.06567833187908044+0j),(0.06112355516850135+0.7772995031599538j),(0.004447615280730262-0.3642625847894882j),(0.00010713804042184327-0.07299264224538858j),(2.338815522504422e-08-0.0012760559146079906j),(1.2717243539633263e-12-1.0669411121236754e-05j),(4.2496457357331076e-17-6.818603034218476e-08j),(-0.0061455846371604745-0.07815252028327667j),(-0.0001490598077173669+0.01220809521961105j),(-2.154409682018178e-06+0.0014677891676044964j),(-3.3593288929592873e-10+1.8328472090795724e-05j),(-1.420708819642194e-14+1.1919349057906533e-07j),(-3.8843167707083433e-19+6.232428716566555e-10j)
(0.20258129608951211+0j),(0.06691145075198145+0j),(0.06114111925617015+0.7746381797291155j),(0.005659932639610342-0.40945440534536753j),(0.00011037444528807365-0.07382433801990053j),(2.4409562878596397e-08-0.0012990019369372584j),(1.3499649578572758e-12-1.0953761482883002e-05j),(4.61526088465863e-17-7.080684568381846e-08j),(-0.006191157173685803-0.07843995631396362j),(-0.0001910418225389055+0.013820467631775218j),(-2.235305951380297e-06+0.0014950922897224777j),(-3.5310218664364966e-10+1.8791013451087958e-05j),(-1.5188623983957647e-14+1.2324213558664673e-07j),(-4.248562532965257e-19+6.518099825075754e-10j)
(0.2032992674802416+0j),(0.0681438313667473+0j),(0.061158132766513405+0.7719921090091975j),(0.006871970329438905-0.4495674329354206j),(0.00011370279771213008-0.07466453817281676j),(2.5471650297451643e-08-0.00132227525578814j),(1.4325136733360212e-12-1.1243847635379201e-05j),(5.016423977678419e-17-7.355933073789831e-08j),(-0.00623685430738873-0.07872709797609168j),(-0.00023359922772133126+0.015282168011186738j),(-2.3190629000411053e-06+0.0015228452061809734j),(-3.710824585562718e-10+1.9263500679226755e-05j),(-1.6231836079481695e-14+1.274042231618773e-07j),(-4.650642237159297e-19+6.819561743366869e-10j)
(0.20401723887097106+0j),(0.06936178507003644+0j),(0.06117441277217217+0.7693599890272494j),(0.008070219879341386-0.48546348407207035j),(0.00011712584111451896-0.0755134127965332j),(2.6575888721365577e-08-0.0013458794921017115j),(1.5195917935946793e-12-1.1539792024645166e-05j),(5.457742172498346e-17-7.64567983147511e-08j),(-0.006282656193695379-0.07901382426415772j),(-0.00027627246213900647+0.01661914966734671j),(-2.405781625924006e-06+0.0015510563620122816j),(-3.899089839128644e-10+1.9746113130457734e-05j),(-1.7340352247291897e-14+1.316827712621951e-07j),(-5.095582243650538e-19+7.138334710316222e-10j)
(0.20473521026170058+0j),(0.07055741029492378+0j),(0.06118977492077657+0.7667405280598251j),(0.009246961222179885-0.5178196115779171j),(0.00012064642655824314-0.07637114043757914j),(2.772379758661381e-08-0.0013698182996624017j),(1.6114309122085352e-12-1.184171717015866e-05j),(5.944727310246844e-17-7.9515152404824e-08j),(-0.006328542302405562-0.07930001169440157j),(-0.00031878847590160135+0.017851802424663842j),(-2.495567323450509e-06+0.0015797345016154592j),(-4.096184511625033e-10+2.0239032857197398e-05j),(-1.8517997144528788e-14+1.360808478241095e-07j),(-5.589385764930337e-19+7.476219475731259e-10j)
(0.20545318165243007+0j),(0.07172642231168247+0j),(0.06120403321411012+0.7641324430169012j),(0.010398092659725033-0.5471750901732576j),(0.00012426751919300305-0.07723790867044224j),(2.8916945965803082e-08-0.0013940953656041346j),(1.7082733758320695e-12-1.2149745829961567e-05j),(6.48405567761177e-17-8.275361263277448e-08j),(-0.006374491384861596-0.07958553414060823j),(-0.0003609922886755596+0.018996367369659824j),(-2.588529509951636e-06+0.0016088886877178956j),(-4.302490101094095e-10+2.074244464676947e-05j),(-1.9768802343712753e-14+1.4060157304849887e-07j),(-6.139309763712857e-19+7.835374760477547e-10j)
(0.20617115304315953+0j),(0.07286680611876545+0j),(0.06121699978577607+0.7615344578332781j),(0.011521783968993334-0.573964760643405j),(0.00012799220523154585-0.07811391471857687j),(3.0156954048294426e-08-0.0014187144109328435j),(1.8103727536990805e-12-1.2464001147391721e-05j),(7.083926694855786e-17-8.619569881442298e-08j),(-0.00642048143993947-0.07987026266401571j),(-0.0004028042340460147+0.020065940864934528j),(-2.6847822697021624e-06+0.001638528321893255j),(-4.518403254692253e-10+2.1256536059882042e-05j),(-2.109701681481438e-14+1.4524812155347803e-07j),(-6.754246818749792e-19+8.21842248777087e-10j)
(0.20688912443388902+0j),(0.07397796697848068+0j),(0.0612284846768179+0.7589453018631065j),(0.012617627154738312-0.5985431391512995j),(0.0001318236995117265-0.0789993661271793j),(3.144549466242799e-08-0.001443679191066001j),(1.9179943246504347e-12-1.2784606782142496e-05j),(7.754567722902784e-17-8.987059157863214e-08j),(-0.006466489678784956-0.08015406533681947j),(-0.0004441927979411189+0.021071200504465235j),(-2.7844445173230787e-06+0.0016686631667870567j),(-4.744336322550744e-10+2.1781497469870775e-05j),(-2.2507117887632486e-14+1.500237244159469e-07j),(-7.445262001868027e-19+8.628593165671926e-10j)
